epoch,train_loss,val_loss,learning_rate,val_dist_acc,val_dist_prec,val_dist_rec,val_dist_f1,val_dist_macro_f1,val_dist_auc,val_sim_acc,val_sim_prec,val_sim_rec,val_sim_f1,val_sim_macro_f1,val_sim_auc,val_sim_threshold,val_dist_threshold
1,0.5074788882895624,0.16235803682708516,0.0002714099896151749,0.840047393364929,0.9370021723388848,0.8761002031144212,0.9055283414975507,0.6921464101310147,0.857186977573986,0.8936611374407583,0.9168005139736588,0.96614759647935,0.940827427064447,0.7083699179117855,0.8571865764791575,0.5,0.5
2,0.4188093355396971,0.1089013924224759,0.00023824686460365843,0.8936611374407583,0.9602695991486343,0.9163845633039945,0.9378139615451239,0.785556623264901,0.9099999358248274,0.9259478672985783,0.9322250639386189,0.987136086662153,0.9588951002959553,0.7928803859688731,0.9100015402041413,0.5,0.5
3,0.3980191401920873,0.11347920765643413,0.00019644552163267608,0.8829976303317536,0.9500527611677805,0.9143534190927556,0.9318613075728825,0.7591243710639282,0.8937772543935927,0.919431279620853,0.9240986717267552,0.989167230873392,0.9555264879005886,0.7639267659628729,0.8937808642470488,0.5,0.5
4,0.38529139052288164,0.12625450626859125,0.00015009776739930978,0.8723341232227488,0.9595628415300547,0.8916723087339201,0.9243726969643797,0.757532977162152,0.9101186598940467,0.9161729857819905,0.9368662087013412,0.969532836831415,0.9529196473132591,0.7855016590142543,0.9101182587992185,0.5,0.5
5,0.3771625091302444,0.07919286824059936,0.00010374044301171347,0.9306872037914692,0.9644808743169399,0.955991875423155,0.9602176130567834,0.845626047907702,0.9427814161535326,0.9383886255924171,0.9397821909032671,0.99322951929587,0.9657669519420672,0.8290373221248797,0.9427806139638758,0.5,0.5
6,0.36490045710470664,0.09078134756254137,6.191132637141641e-05,0.9170616113744076,0.9655292479108635,0.9387271496276236,0.9519395811877789,0.8247818856262868,0.935495929689681,0.9383886255924171,0.9414790996784566,0.991198375084631,0.9656992084432717,0.8316868135239615,0.9354967318793379,0.5,0.5
7,0.3561372999024589,0.06978108059122877,2.8704942855763592e-05,0.9440165876777251,0.966903073286052,0.9691943127962085,0.9680473372781065,0.8711204428326016,0.956412222803364,0.9419431279620853,0.9428387925497752,0.993906567366283,0.967699406723797,0.8405748495607288,0.956412222803364,0.5,0.5
8,0.3540426598112118,0.07088188436058052,7.371764645745481e-06,0.9407582938388626,0.9677309782608695,0.9644549763033176,0.9660902000678196,0.8659490812985469,0.9486205546660162,0.9437203791469194,0.9438021836865768,0.9949221394719026,0.9686882003955175,0.8454552113088698,0.9486213568556732,0.5,0.5
9,0.3525289701166489,0.0673028599505998,3.186155128065415e-11,0.9466824644549763,0.9663752521856086,0.97291807718348,0.9696356275303644,0.8755945127943083,0.9539302480049542,0.9428317535545023,0.9431781701444623,0.994583615436696,0.9681990443236118,0.8428110887796683,0.9539298469101258,0.5,0.5
10,0.38221256496747996,0.15773405222538509,0.00029816089031776055,0.841824644549763,0.9569486404833837,0.8578199052132701,0.9046769011067476,0.7201645375098955,0.8969475079176119,0.9066943127962085,0.9420435510887772,0.9519295870006771,0.946960767806028,0.7797534466336413,0.8969475079176118,0.5,0.5
11,0.3732983437811191,0.10530421891653875,0.00029267357576348227,0.8912914691943128,0.9634539591544249,0.9102911306702776,0.936118363794604,0.7858347529002812,0.9285489672610356,0.9277251184834123,0.9373789541639768,0.983073798239675,0.9596827495042961,0.8055556604664338,0.9285485661662073,0.5,0.5
12,0.37148658368597387,0.08736010217371415,0.0002836731642674564,0.9200236966824644,0.9621212121212122,0.94583615436696,0.9539091840218504,0.8259478806015292,0.9278390294146904,0.9342417061611374,0.9372599231754162,0.991198375084631,0.9634748272458046,0.817048986323199,0.9278386283198619,0.5,0.5
13,0.36642131042431003,0.10531956055816614,0.0002713812758313682,0.8972156398104265,0.9546564352982211,0.9265402843601895,0.9403882494416766,0.7838353706929113,0.9110844962409393,0.9262440758293838,0.9350273399807012,0.9840893703452945,0.9589312221672439,0.7987689492548846,0.9110828918616255,0.5,0.5
14,0.35687931852716626,0.09567642643309708,0.00025610057754295323,0.9052132701421801,0.9588850174216028,0.9316181448882871,0.945054945054945,0.8001136794240242,0.9337503649962939,0.933649289099526,0.9397551546391752,0.9874746106973595,0.9630241003631561,0.8201287648789843,0.9337511671859509,0.5,0.5
15,0.3593961795892458,0.08171248231258876,0.00023820733090780213,0.9235781990521327,0.9687065368567455,0.943127962085308,0.9557461406518011,0.837959838221779,0.9499096734446344,0.9401658767772512,0.9453074433656958,0.9888287068381855,0.9665784248841827,0.8406338452104529,0.949910074539463,0.5,0.5
16,0.34448839832267325,0.07064461095680324,0.00021814212704235344,0.928021327014218,0.9791445740544362,0.9377115775220041,0.9579802870482449,0.8536031466200977,0.9673268152749747,0.9534952606635071,0.9556858911697621,0.9928909952606635,0.9739332558525652,0.8792848720963786,0.9673268152749744,0.5,0.5
17,0.33665619812194736,0.05293380872803336,0.00019639903785836807,0.9603080568720379,0.9799183117767188,0.9746106973595126,0.9772572980312287,0.9107216722714283,0.976945069261055,0.9585308056872038,0.9568181818181818,0.9976303317535545,0.9767981438515081,0.8909060357140548,0.976945069261055,0.5,0.5
18,0.3267888636077093,0.05650042344921462,0.00017351345037273163,0.9496445497630331,0.9813278008298755,0.960731211916046,0.9709202873759836,0.8916411591405304,0.9778740048837307,0.9609004739336493,0.960509138381201,0.9962762356127285,0.9780658025922233,0.8991146451653215,0.9778740048837307,0.5,0.5
19,0.32433600294021153,0.05743188955733236,0.0001500488837022508,0.9523104265402843,0.9794026776519053,0.9658090724441435,0.9725583773649225,0.8953187367050601,0.9731811953909391,0.9585308056872038,0.9583061889250815,0.995937711577522,0.9767596281540505,0.8922259679231791,0.9731803932012822,0.5,0.5
20,0.32226792741489607,0.05337570656864148,0.00012658311335278483,0.9585308056872038,0.9805327868852459,0.9719025050778606,0.9761985719143148,0.9076395158422148,0.9781242880566794,0.9603080568720379,0.9580896686159844,0.9983073798239676,0.9777851458885941,0.8958370173887416,0.9781242880566795,0.5,0.5
21,0.3228655121138482,0.04876927806521362,0.0001036939444687644,0.9635663507109005,0.9796679091833277,0.9786729857819905,0.9791701947502117,0.9169758884022605,0.9809054795971082,0.9629739336492891,0.9602993817116824,0.9989844278943805,0.9792599966815995,0.9034231017890756,0.9809054795971082,0.5,0.5
22,0.3196752090238931,0.05141210652676956,8.194498435291041e-05,0.9549763033175356,0.9797945205479452,0.9685172647257956,0.9741232550221314,0.9005012630463731,0.9792658039384303,0.9609004739336493,0.958414554905783,0.998645903859174,0.9781167108753316,0.8973916887709992,0.9792658039384304,0.5,0.5
23,0.31727502111701056,0.04700253221188795,6.18717645839355e-05,0.9665284360189573,0.9829989799387964,0.9786729857819905,0.9808312128922816,0.9244879518370392,0.978741171902826,0.9626777251184834,0.960586319218241,0.9983073798239676,0.9790836653386454,0.9030033711308612,0.978741171902826,0.5,0.5
24,0.31419619342845506,0.04909911104653663,4.39685544517488e-05,0.966824644549763,0.9813685636856369,0.9807041299932295,0.9810362343379614,0.9243242637410847,0.9779373778666248,0.9606042654028436,0.9578059071729957,0.9989844278943805,0.9779618889809445,0.8962333852157163,0.9779373778666248,0.5,0.5
25,0.31106577504472616,0.046768323408510046,2.867619040715264e-05,0.9674170616113744,0.9813811780636426,0.9813811780636426,0.9813811780636426,0.9255247122545701,0.9781250902463363,0.9609004739336493,0.9593098958333334,0.9976303317535545,0.9780949220046465,0.8981383700932324,0.9781258924359933,0.5,0.5
26,0.31191899958240543,0.04526546987581928,1.6371221205371487e-05,0.9688981042654028,0.9810874704491725,0.9834123222748815,0.9822485207100592,0.928400246018112,0.9806559986138162,0.9609004739336493,0.9593098958333334,0.9976303317535545,0.9780949220046465,0.8981383700932324,0.9806559986138162,0.5,0.5
27,0.309243720411265,0.04476928682822102,7.356636026004609e-06,0.9686018957345972,0.981081081081081,0.983073798239675,0.9820764288129862,0.9277923910174717,0.9817694378575761,0.9603080568720379,0.9583875162548765,0.997968855788761,0.9777777777777777,0.8960911049553708,0.9817702400472329,0.5,0.5
28,0.3064506813821951,0.045328646437001394,1.85440387386101e-06,0.9680094786729858,0.9804186360567184,0.983073798239675,0.9817444219066938,0.9262789095179402,0.980023873164189,0.961196682464455,0.9596222728752849,0.9976303317535545,0.9782572614107884,0.8990323445981039,0.9800238731641892,0.5,0.5
29,0.30230216171855256,0.045117863590108616,7.965388032493691e-12,0.9694905213270142,0.9807757166947724,0.984427894380501,0.982598411893901,0.9294744760549937,0.9810603022008875,0.961196682464455,0.9599217986314761,0.997291807718348,0.9782500415075543,0.8992759123861502,0.9810603022008875,0.5,0.5
30,0.3224738261573542,0.059400811923210915,0.0002995395157603235,0.9484597156398105,0.9789800137835976,0.9617467840216656,0.9702868852459017,0.8880452283372365,0.9772434838134171,0.955568720379147,0.9551948051948052,0.995937711577522,0.9751408684123302,0.8831136096936303,0.9772434838134172,0.5,0.5
31,0.3249600053575524,0.07988262081624202,0.00029815707267039657,0.9167654028436019,0.981274756931941,0.9224779959377116,0.9509684173791659,0.8378740225975163,0.9627976524721881,0.9543838862559242,0.9617414248021108,0.987136086662153,0.9742733043768794,0.8866144589769515,0.9627976524721881,0.5,0.5
32,0.3212070721993803,0.05481630331344621,0.00029586119196023055,0.9543838862559242,0.9824259131633356,0.9651320243737306,0.9737021857923497,0.9009135928961749,0.9795048564561827,0.961196682464455,0.9611238157464881,0.995937711577522,0.9782211138819618,0.9002367441865711,0.9795048564561828,0.5,0.5
33,0.31696113251551555,0.05325108803017944,0.0002926660284978614,0.9579383886255924,0.9808481532147743,0.970886932972241,0.9758421231711466,0.9066853636450698,0.978420296040071,0.9620853080568721,0.9602605863192183,0.997968855788761,0.9787516600265604,0.9014637421011923,0.9784198949452425,0.5,0.5
34,0.3190576000394168,0.05113870301723199,0.0002885912815285344,0.9620853080568721,0.9812670299727521,0.9752877454299256,0.9782682512733446,0.9148881859614983,0.9820734677375365,0.9600118483412322,0.958971019211983,0.9969532836831415,0.9775933609958506,0.8959493627537712,0.9820746710220217,0.5,0.5
35,0.3149532764779087,0.05568650240992319,0.00028366207322230627,0.9493483412322274,0.9803244735933725,0.9614082599864591,0.9707742266279269,0.8904925517157393,0.9748353104634411,0.9594194312796208,0.9574537187398506,0.997968855788761,0.9772915630697828,0.8933745715209832,0.974835310463441,0.5,0.5
36,0.3116199576075641,0.048543115550617,0.00027790879378751293,0.9641587677725119,0.9809847198641766,0.9779959377115776,0.9794880488218342,0.9188178813862982,0.9830007989808983,0.9635663507109005,0.9618270799347471,0.997968855788761,0.9795647117461372,0.9058805823396443,0.9830007989808983,0.5,0.5
37,0.307048215287355,0.04895690506552609,0.00027136691410502945,0.9626777251184834,0.9809523809523809,0.976303317535545,0.9786223277909739,0.9158845904689135,0.9819507327200326,0.957345971563981,0.9558728098637248,0.997291807718348,0.9761431411530815,0.8875129113586637,0.9819507327200326,0.5,0.5
38,0.30654241345606403,0.06614270123635542,0.00026407676703849416,0.9303909952606635,0.9829484902309059,0.9366960054163845,0.9592650372681574,0.8601004738731428,0.9741823280827346,0.9617890995260664,0.9626596790042581,0.9949221394719026,0.9785250541035458,0.9026853458437192,0.9741823280827346,0.5,0.5
39,0.30660480811140844,0.051254883349240526,0.0002560832987687921,0.9606042654028436,0.981892722924496,0.97291807718348,0.9773847985036559,0.9123433751416098,0.9805452964411658,0.9600118483412322,0.9595696119986958,0.9962762356127285,0.9775784753363229,0.8964499763822518,0.9805452964411658,0.5,0.5
40,0.3005960676741798,0.04800111070749754,0.0002474357916859039,0.966824644549763,0.9833333333333333,0.9786729857819905,0.9809976247030879,0.9252307470834786,0.9834604536542947,0.9626777251184834,0.9608865710560626,0.997968855788761,0.979076718698107,0.9032369894860398,0.9834604536542946,0.5,0.5
41,0.30320451600299336,0.055051074789415275,0.00023818756054658346,0.9531990521327014,0.981736733287388,0.9644549763033176,0.9730191256830601,0.8983399199843872,0.9808830182867154,0.9603080568720379,0.961085676913015,0.9949221394719026,0.97771124417831,0.8983150815486145,0.9808830182867155,0.5,0.5
42,0.3029283943327136,0.05500885011751275,0.0002283956237711537,0.956457345971564,0.98147512864494,0.9685172647257956,0.9749531436360538,0.9042376137206316,0.9778050165732383,0.9597156398104265,0.9598563968668408,0.9955991875423155,0.9774011299435028,0.8960575132006343,0.9778050165732383,0.5,0.5
43,0.2980679087804561,0.049124618030135646,0.00021812035190598445,0.9609004739336493,0.9845467032967034,0.9705484089370345,0.9774974428912376,0.9142566221228197,0.9848827359159562,0.9609004739336493,0.9593098958333334,0.9976303317535545,0.9780949220046465,0.8981383700932324,0.9848827359159561,0.5,0.5
44,0.30156102934195295,0.05147646942158353,0.00020742509541899916,0.9620853080568721,0.9839041095890411,0.9725795531482735,0.9782090568607422,0.9162115899337879,0.9836096609304759,0.9614928909952607,0.9602346805736637,0.997291807718348,0.9784124875456659,0.900165147882422,0.9836092598356474,0.5,0.5
